inchikey,smiles,number of aromatic rings
PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,1
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1
CPZBLNMUGSZIPR-NVXWUHKLSA-N,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,1
VLPIATFUUWWMKC-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(C)N,1
HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,1
YLJREFDVOIBQDA-UHFFFAOYSA-N,Nc1c2c(nc3ccccc13)CCCC2,2
DUDKAZCAISNGQN-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,1
FNYLWPVRPXGIIP-UHFFFAOYSA-N,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,3
ZOCKGBMQLCSHFP-KQRAQHLDSA-N,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,2
WYDUSKDSKCASEF-UHFFFAOYSA-N,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1
SONNWYBIRXJNDC-VIFPVBQESA-N,CNCC(O)c1cccc(O)c1,1
CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)n1ccn(C)c1=S,1
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1
CDOZDBSBBXSXLB-UHFFFAOYSA-N,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,2
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1
DLNKOYKMWOXYQA-VXNVDRBHSA-N,CC(N)C(O)c1ccccc1,1
MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,3
XRASPMIURGNCCH-UHFFFAOYSA-N,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,1
DDUHZTYCFQRHIY-RBHXEPJQSA-N,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1
VKQFCGNPDRICFG-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1
GBBSUAFBMRNDJC-INIZCTEOSA-N,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2
YRALAIOMGQZKOW-HYAOXDFASA-N,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,4
VREFGVBLTWBCJP-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,3
ZDIGNSYAACHWNL-HNNXBMFYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,2
LGLFFNDHMLKUMI-UHFFFAOYSA-N,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,2
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,2
GUJRSXAPGDDABA-NSHDSACASA-N,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1
YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2
FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCNC1CCc2nc(N)sc2C1,1
VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1
AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1
DIGFQJFCDPKEPF-OIUSMDOTSA-L,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3.[I-].[I-],4
BPLBGHOLXOTWMN-MBNYWOFBSA-N,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,1
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccccc21,2
DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(c1ccccc1)C1CCCCN1,1
GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(O)COC(N)=O,1
RKUNBYITZUJHSG-FXUDXRNXSA-N,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1
ZAFYATHCZYHLPB-UHFFFAOYSA-N,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3
GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,2
CBEQULMOCCWAQT-WOJGMQOQSA-N,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,2
PWAUCHMQEXVFJR-PMAPCBKXSA-N,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,3
VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,1
WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2
JJCFRYNCJDLXIK-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,2
HDWIHXWEUNVBIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,2
ORFOPKXBNMVMKC-DWVKKRMSSA-N,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,2
SEERZIQQUAZTOL-ANMDKAQQSA-N,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,2
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2
SDUQYLNIPVEERB-QPPQHZFASA-N,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,1
QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,2
NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,3
AOJJSUZBOXZQNB-VTZDEGQISA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,2
WIIZWVCIJKGZOK-RKDXNWHRSA-N,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1
JAPHQRWPEGVNBT-UTUOFQBUSA-N,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,1
MJIHNNLFOKEZEW-UHFFFAOYSA-N,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,3
OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1
RMEDXOLNCUSCGS-UHFFFAOYSA-N,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3
XUIIKFGFIJCVMT-LBPRGKRZSA-N,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,2
GJGDLRSSCNAKGL-KMVLDZISSA-N,CN(C)C1C(O)=C(C(=O)NCO)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,1
XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,1
JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,2
XIURVHNZVLADCM-IUODEOHRSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
IENZQIKPVFGBNW-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,3
BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccccc21,2
IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,1
YTZALCGQUPRCGW-MXVXOLGGSA-N,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)c(C)c5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,4
BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2cc(CCC(C)=O)ccc2c1,2
CXYRUNPLKGGUJF-JIRGPDKYSA-M,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],1
OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,2
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,2
LOUPRKONTZGTKE-WZBLMQSHSA-N,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2
LZNWYQJJBLGYLT-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,2
CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,1
UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,4
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2
DKLKMKYDWHYZTD-UHFFFAOYSA-N,CC(CNC1CCCCC1)OC(=O)c1ccccc1,1
ANTSCNMPPGJYLG-UHFFFAOYSA-N,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2
ZEUITGRIYCTCEM-KRWDZBQOSA-N,CNCCC(Oc1cccc2ccccc12)c1cccs1,3
ZPEIMTDSQAKGNT-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,2
GOTYRUGSSMKFNF-UHFFFAOYSA-N,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
GZUITABIAKMVPG-UHFFFAOYSA-N,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4
RZEKVGVHFLEQIL-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3
REEUVFCVXKWOFE-UHFFFAOYSA-K,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],1
XYLJNLCSTIOKRM-UHFFFAOYSA-N,Brc1c(NC2=NCCN2)ccc2nccnc12,2
YFAGHNZHGGCZAX-JKIFEVAISA-N,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2
GECBBEABIDMGGL-RTBURBONSA-N,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,1
FHFYDNQZQSQIAI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,2
UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)c1nc(N(C)C)nc(N(C)C)n1,1
ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1
QWCRAEMEVRGPNT-UHFFFAOYSA-N,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
BIDNLKIUORFRQP-FKDWWROVSA-N,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,1
GPRBEKHLDVQUJE-QSWIMTSFSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,1
JRURYQJSLYLRLN-BJMVGYQFSA-N,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1
HBOMLICNUCNMMY-XLPZGREQSA-N,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1
HXGBXQDTNZMWGS-RUZDIDTESA-N,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,3
BRUQQQPBMZOVGD-XFKAJCMBSA-N,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1
NFBAXHOPROOJAW-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccccc1,2
MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2
AQIXAKUUQRKLND-UHFFFAOYSA-N,CN=C(NC#N)NCCSCc1nc[nH]c1C,1
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2
NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4
OZYUPQUCAUTOBP-QXAKKESOSA-N,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,1
NPRHVSBSZMAEIN-UHFFFAOYSA-N,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,1
YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2
XSCGXQMFQXDFCW-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,2
XUIIKFGFIJCVMT-GFCCVEGCSA-N,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,2
MYPYJXKWCTUITO-LYRMYLQWSA-N,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,5
MKXZASYAUGDDCJ-NJAFHUGGSA-N,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,1
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,2
VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,1
JYIKNQVWKBUSNH-OGZDCFRISA-N,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,1
LWAFSWPYPHEXKX-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,1
SPPTWHFVYKCNNK-FQEVSTJZSA-N,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,3
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,2
FUSNMLFNXJSCDI-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,3
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,2
ZDXUKAKRHYTAKV-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,3
AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(c2ccccc2)NC(=O)N(C)C1=O,1
RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2
RTXOFQZKPXMALH-GHXIOONMSA-N,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,1
MYSWGUAQZAJSOK-UHFFFAOYSA-N,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,2
XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,3
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2ccccc21,2
OGWKCGZFUXNPDA-XQKSVPLYSA-N,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,3
XPCFTKFZXHTYIP-PMACEKPBSA-N,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,2
QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,2
GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1,1
RVOLLAQWKVFTGE-UHFFFAOYSA-N,CN(C)C(=O)Oc1ccc[n+](C)c1,1
GJSLOMWRLALDCT-UHFFFAOYSA-N,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,3
YEEZWCHGZNKEEK-UHFFFAOYSA-N,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,4
KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(=S)[nH]1,1
FPVKHBSQESCIEP-JQCXWYLXSA-N,OCC1OC(n2cnc3c2N=CNCC3O)CC1O,1
QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2occc2cc2ccc(=O)oc12,3
QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2
ZQDWXGKKHFNSQK-UHFFFAOYSA-N,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2
GJPICJJJRGTNOD-UHFFFAOYSA-N,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4
FPZLLRFZJZRHSY-HJYUBDRYSA-N,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,1
XFDJYSQDBULQSI-UHFFFAOYSA-N,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,2
NDTSRXAMMQDVSW-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,2
FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3
FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C=Cc2ccccc21,2
XXZSQOVSEBAPGS-DONVQRBFSA-L,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,6
ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1
DERZBLKQOCDDDZ-UHFFFAOYSA-N,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,3
JXLYSJRDGCGARV-XQKSVPLYSA-N,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,3
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,2
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1
RDJGLLICXDHJDY-UHFFFAOYSA-N,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,2
DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)Cc1cccc(C(F)(F)F)c1,1
GJSURZIOUXUGAL-UHFFFAOYSA-N,Clc1cccc(Cl)c1NC1=NCCN1,1
VACCAVUAMIDAGB-UHFFFAOYSA-N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,2
HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,2
FPPNZSSZRUTDAP-UWFZAAFLSA-N,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1
ZPXSCAKFGYXMGA-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,2
LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,3
BCEHBSKCWLPMDN-MGPLVRAMSA-N,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,3
GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,1
SGXXNSQHWDMGGP-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1
DCOPUUMXTXDBNB-UHFFFAOYSA-N,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,2
BZMKNPGKXJAIDV-VAWYXSNFSA-N,CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O,2
BKRGVLQUQGGVSM-KBXCAEBGSA-N,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,2
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,3
XSDQTOBWRPYKKA-UHFFFAOYSA-N,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1
IWVCMVBTMGNXQD-PXOLEDIWSA-N,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,1
SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,2
VYQNWZOUAUKGHI-UHFFFAOYSA-N,Oc1ccc(OCc2ccccc2)cc1,2
TYZROVQLWOKYKF-ZDUSSCGKSA-N,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
DCSUBABJRXZOMT-IRLDBZIGSA-N,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,2
MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2
BOCUKUHCLICSIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1
GPXLMGHLHQJAGZ-JTDSTZFVSA-N,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2
WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2
AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCc1cc(C(N)=S)ccn1,1
WXFIGDLSSYIKKV-RCOVLWMOSA-N,CC(N)C(O)c1cccc(O)c1,1
IFKLAQQSCNILHL-PWRODBHTSA-N,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,1
VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1
OVCDSSHSILBFBN-UHFFFAOYSA-N,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,3
PLHJDBGFXBMTGZ-UHFFFAOYSA-N,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1
ATEBXHFBFRCZMA-VXTBVIBXSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,1
ZTWZVMIYIIVABD-OEMFJLHTSA-N,COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,1
FMTDIUIBLCQGJB-SEYHBJAFSA-N,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,1
