inchikey,smiles,number of aromatic rings
FMQGUMRNTBJHEA-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,1
OTPNDVKVEAIXTI-IYBDPMFKSA-N,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,5
TWGYATHIWDUKGY-UHFFFAOYSA-N,CN1CCN(C)c2cc(CN)ccc21,1
UXCLJNSXDNCIIT-HNNXBMFYSA-N,CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCCCCC2,2
OUQVKRKGTAUJQA-UHFFFAOYSA-N,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O,2
CXJCGSPAPOTTSF-VURMDHGXSA-N,CCOC(=O)c1c(C(C#N)=CN)c2ccc(Cl)c(Cl)c2n1C,2
FPCXTDQHLFRWCJ-SNVBAGLBSA-N,CC(=O)NC(Cc1ccc(Cl)cc1)[B-](O)(O)O,1
FPCXTDQHLFRWCJ-SNVBAGLBSA-N,CC(=O)NC(Cc1ccc(Cl)cc1)[B-](O)(O)O,1
RTHKPHCVZVYDFN-UHFFFAOYSA-N,Nc1nccc(-c2c3c(O)ccnc3n3c(N)nccc23)n1,4
IPIYADCDDIUVPS-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2cc[nH]n2)cc1,2
JDYIYIRPQKMWMM-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2cc(Cl)cc(N3CCCCC3)c2)cc(C)c1OCCN,2
BKSGACYTXOQQNI-OAQYLSRUSA-N,OC1CN(C2=Nc3ccccc3C(c3ccccc3)=NC2c2cccs2)C1,3
FYCOTGCSHZKHPR-UHFFFAOYSA-N,Cc1cccc(Cc2nn(C(C)(C)C)c3ncnc(N)c23)c1,3
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,3
JZCUVYNOSDWORZ-UHFFFAOYSA-N,O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1,3
QPKYPOMZPFDBEZ-UHFFFAOYSA-N,O=C(O)c1c(-c2ccccc2)oc(-c2ccccc2)c1C(=O)O,3
FGKKIHITEICGMN-UHFFFAOYSA-N,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)C=NC2=O,4
NUNQIQQEEPOGDJ-JDOAOKHLSA-N,CCCCC(=O)NC1C(=NOC(=O)Nc2ccccc2)OC(CO)C(O)C1O,1
SVSYJTYGPLVUOZ-UHFFFAOYSA-N,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,3
RNEACARJKXYVND-MZLJFPOFSA-N,CCc1ccc(C=C2SC(NC(C(=O)O)c3ccc(F)cc3)=NC2=O)o1,2
AQVFETGXIRKVAQ-UHFFFAOYSA-N,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,4
XYYDXQCAYXOGQT-UHFFFAOYSA-N,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1,3
OLUDUXWVPIEHDA-UHFFFAOYSA-N,O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,4
BKZOQCGDCHOGOQ-MZLJFPOFSA-N,CCc1ccc(C=C2SC(NC(c3ccc(F)cc3)c3nnn[nH]3)=NC2=O)o1,3
BVWTXUYLKBHMOX-UHFFFAOYSA-N,COC(=O)c1ccc(O)c(OC)c1,1
RVZKQTQAFHEOKT-UHFFFAOYSA-N,Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1,3
DRCNRTRGWUYJBH-UHFFFAOYSA-N,Cc1cc(CCCOc2c(C)cc(-n3nnc(C)n3)cc2C)on1,3
SLPKYEWAKMNCPT-UHFFFAOYSA-N,Cc1cc(CCCOc2c(C)cc(-c3coc(C)n3)cc2C)on1,3
CLWDLBDPVUWYEW-JTQLQIEISA-N,CN1Cc2ccccc2NC(CC(=O)O)C1=O,1
VXLXQOMDQVQQLA-UHFFFAOYSA-N,CCc1ccsc1-c1ccc(O)c(O)c1,2
FCSKOFQQCWLGMV-UHFFFAOYSA-N,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,2
IWZDYGHUSXWPPM-UHFFFAOYSA-N,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1,2
JLSNWEWWUSOSMP-UHFFFAOYSA-N,OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,2
WOJFAPUTPSWFLJ-INIZCTEOSA-N,Cc1cc(CCCCCCCOc2ccc(C3=NC(C)CO3)cc2Cl)on1,2
JJDHAOLOHQTGMG-UHFFFAOYSA-N,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,2
UXIYKMARWUSIKU-HNNXBMFYSA-N,Cc1cc(CCCCCOc2ccc(C3=NC(C)CO3)cc2)on1,2
PZDSRPCFNWOUFP-IBGZPJMESA-N,CCC1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1,2
FKLJPTJMIBLJAV-UHFFFAOYSA-N,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,2
NEAZMARKCJKUMF-QGZVFWFLSA-N,Cc1cc(CCCCCCCOc2ccc(C3=NC(C)CO3)cc2)on1,2
TUGBWRGTMLOFAX-UHFFFAOYSA-N,Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,2
FENWRHVHBZQJGW-UHFFFAOYSA-N,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12,3
CPFBZMFUCGHBAP-UHFFFAOYSA-N,O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1,4
GPOKTQCDBPECSS-MRXNPFEDSA-N,O=C(O)CC(Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O,3
UUOOAGBWJUGBMV-APWZRJJASA-N,CC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCO,2
GAHIXYNNFMCKFQ-HZSPNIEDSA-N,CNC(=O)C(NC(=O)C(CC(C)C)C(CNC(=O)c1nccs1)C(=O)NO)C(C)(C)C,1
MJZJYWCQPMNPRM-UHFFFAOYSA-N,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,1
ZUJMMGHIYSAEOU-SWLSCSKDSA-N,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3
ZUJMMGHIYSAEOU-SWLSCSKDSA-N,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3
FSYFYSFYUHBIHE-GLJUWKHASA-N,Oc1ccc(C2Oc3cccc(O)c3C3CCCC32)cc1,2
KWCKZIJGKMCYCI-QFIPXVFZSA-N,O=C(C1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1,3
ZSXNPAWXICXNGZ-HNNXBMFYSA-N,O=C(C1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1,1
HWJPWWYTGBZDEG-AWEZNQCLSA-N,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,2
XJNKUWDMCBZMTG-OAHLLOKOSA-N,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2C#N)n(C)c1=O,3
DPXXJCMMMXZVSW-UHFFFAOYSA-N,COc1cc(=O)n(C)c2c3c(ccc12)OCO3,2
QLHUDNKWOSQSMK-CXUHLZMHSA-N,O=C1CN(S(=O)(=O)C=Cc2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1,2
ZOSSOFIFNGGDKG-GIJQJNRQSA-N,O=S(=O)(C=Cc1ccc(Cl)cc1)N1CCN(CC2CCN(c3ccncc3)CC2)CC1,2
JJTPPGUNMJMPLY-QFIPXVFZSA-N,CC(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(Cl)cc1Cl,2
YDIYEOMDOWUDTJ-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)O)cc1,1
KTRFBFMYAJOXLG-UHFFFAOYSA-N,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1,2
SFPCNWQWKOUNRT-UHFFFAOYSA-N,NCc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1,2
YSVJZZZGPPWEIC-UHFFFAOYSA-N,CC(=O)N(C)CCN(C)c1ccc([N+](=O)[O-])c2nonc12,2
GARHCDOTUULBOQ-PKNBQFBNSA-N,CC(=O)Oc1ccc(C=CC(=O)NCCc2ccccc2)cc1OC(C)=O,2
VSHUQLRHTJOKTA-XBXARRHUSA-N,O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccc(O)cc1,2
MQWUTQCRGGBPBT-WIOPSUGQSA-N,CC(C#N)(COCc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)N1CCOCC1,1
IYOZTVGMEWJPKR-IJLUTSLNSA-N,CC(N)C1CCC(C(=O)Nc2ccncc2)CC1,1
XQMRHWSGTVEDFG-UHFFFAOYSA-N,NNC(=O)c1ccc(-c2ccccc2Cl)o1,2
WSNWYZBDIKCPIG-UHFFFAOYSA-N,NNC(=O)c1cn2ccc3ccccc3c2n1,3
CPBLTMSKPQDJPW-AWEZNQCLSA-N,O=C(O)C(Cc1ccccc1)Oc1ccc(Cl)cc1,2
NGPCLOGFGKJCBP-HOTGVXAUSA-N,O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1,2
UPJNMOBJDSFRTI-FCEWJHQRSA-N,CC(NC(=O)OCc1ccccc1)C(=O)NC(C)P(=O)(O)OC(Cc1ccccc1)C(=O)O,2
FSNDLCSOLUMYRH-OAHLLOKOSA-N,N=C(N)c1ccc(C(NC(=O)OCc2ccccc2)P(=O)(O)O)cc1,2
UHTHHESEBZOYNR-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,3
NOOBQTYVTDBXTL-UHFFFAOYSA-N,NS(=O)(=O)c1nc2ccc(O)cc2s1,2
UQWLOWFDKAFKAP-WXHSDQCUSA-N,CC(CS)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,1
OLKQIWCQICCYQS-UHFFFAOYSA-N,COc1ccc(CC(N)=O)cc1,1
HYVABZIGRDEKCD-UHFFFAOYSA-N,CC(C)=CCNc1ncnc2[nH]cnc12,2
PWTBZOIUWZOPFT-UHFFFAOYSA-N,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,4
OJJBBNIYQKFZDK-SNVBAGLBSA-N,CC(C)C1SC(Nc2ccccc2F)=NC1=O,1
BCSVCWVQNOXFGL-UHFFFAOYSA-N,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,4
MDGWZLQPNOETLH-UHFFFAOYSA-N,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1,3
YBRZCAKSBYWZTC-ZDUSSCGKSA-N,NCC1CN(c2c(-c3ccccc3)cnc3[nH]ncc23)CCO1,3
CLDDOKCDXBMMKZ-LIRRHRJNSA-N,CC(=O)C(C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1,2
OYHOEDBNAJPFKK-UHFFFAOYSA-N,CC(=O)Nc1nc2c(s1)C(=O)NCCC2,1
NMMOEJUJKIXUQZ-UHFFFAOYSA-N,O=c1[nH]cnc2sc3c(c12)CCCC3,2
KEHNGAHNKVLUSC-UHFFFAOYSA-N,CC(C)(C)Nc1nc(N)c(C(=O)c2ccccc2)s1,2
QWYGHJVEZLVLSU-UHFFFAOYSA-N,CSc1nc(O)c(Cc2cccs2)[nH]1,2
MEOMXKNIFWDDGZ-UHFFFAOYSA-N,c1nc(N2CCOCC2)c2nc[nH]c2n1,2
BJUBFXSKTBULRW-ZETCQYMHSA-N,NCC1CN(c2c(Br)cnc3[nH]ncc23)CCO1,2
FXNSVEQMUYPYJS-UHFFFAOYSA-N,NCCc1ccc(S(N)(=O)=O)cc1,1
CEUSGDKNGCAEAX-ZDUSSCGKSA-N,COC(=O)C(Cc1ccc(C[Se](=O)O)cc1)NC(=O)OC(C)(C)C,1
YEXIXVLEDGNAKM-UHFFFAOYSA-N,O=C(O)c1cccnc1Nc1ccc(Cl)cc1,2
PSGQCCSGKGJLRL-UHFFFAOYSA-N,Cc1cc(=O)oc2ccccc12,2
VCJHOFUOIQHNBC-UHFFFAOYSA-N,COCCOc1cc(C)nc(N)n1,1
UNJMNJFPEVJCQK-GHVJWSGMSA-N,Nc1ncc(N=Nc2ccccc2)c(-c2ccc(Cl)cc2Cl)n1,3
UOPQHPBCVYHSFF-UHFFFAOYSA-N,CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1,3
YPEOXUOUTBMBCX-UHFFFAOYSA-N,CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,3
ZROILLPDIUNLSE-UHFFFAOYSA-N,O=C(O)c1cnn(-c2ccccc2)c1,2
USLOIFPDNUDIEG-UHFFFAOYSA-N,NC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1,3
GZZZSOOGQLOEOB-UHFFFAOYSA-N,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,1
JCLHQFUTFHUXNN-UHFFFAOYSA-N,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,4
ODFHGIPNGIAMDK-NJBDSQKTSA-N,CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,1
DTVJXCOMJLLMAK-UHFFFAOYSA-N,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,2
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)c1ccccc1O,1
CYFLXLSBHQBMFT-UHFFFAOYSA-N,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,2
REYFJDPCWQRWAA-UHFFFAOYSA-N,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,2
ICKFFNBDFNZJSX-UHFFFAOYSA-N,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,2
MVMQESMQSYOVGV-UHFFFAOYSA-N,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,2
OQJBSDFFQWMKBQ-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,2
QRORCRWSRPKEHR-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,1
FPBPLBWLMYGIQR-UHFFFAOYSA-N,CNC(=S)NCCSCc1nc[nH]c1C,1
SMTZFNFIKUPEJC-UHFFFAOYSA-N,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1
UUOJIACWOAYWEZ-UHFFFAOYSA-N,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,3
HQIRNZOQPUAHHV-UHFFFAOYSA-N,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,1
ZDLBNXXKDMLZMF-UHFFFAOYSA-N,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,1
RUJBDQSFYCKFAA-UHFFFAOYSA-N,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,2
RMWVZGDJPAKBDE-UHFFFAOYSA-N,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,1
PQXKDMSYBGKCJA-CVTJIBDQSA-N,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,2
OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,3
WSNODXPBBALQOF-VEJSHDCNSA-N,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1,1
PURKAOJPTOLRMP-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,3
QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,6
HXWLAJVUJSVENX-HFIFKADTSA-N,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,1
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,1
MBBCVAKAJPKAKM-UHFFFAOYSA-N,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,4
BPQMGSKTAYIVFO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,3
FIQOFIRCTOWDOW-BJLQDIEVSA-N,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,2
DZGWFCGJZKJUFP-UHFFFAOYSA-N,NCCc1ccc(O)cc1,1
LEHOTFFKMJEONL-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,2
AFSDNFLWKVMVRB-UHFFFAOYSA-N,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,4
VGYFMXBACGZSIL-MCBHFWOFSA-N,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,3
YIBOMRUWOWDFLG-ONEGZZNKSA-N,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,3
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,3
HKDLNTKNLJPAIY-WKWWZUSTSA-N,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,1
KKGQTZUTZRNORY-UHFFFAOYSA-N,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,1
LAJJBLZKAIOLRM-YHAVXTEWSA-N,CCC=CCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(N)=O)C(C)CC)C(C)C)C(C)O)C(C)CC,3
ZVGNESXIJDCBKN-KFGPIHIUSA-N,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,1
ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,4
HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,3
TVZGACDUOSZQKY-LBPRGKRZSA-N,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,3
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,4
LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4
PRMWGUBFXWROHD-UHFFFAOYSA-N,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,4
PCZHWPSNPWAQNF-LMOVPXPDSA-K,CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)O)cc1.[Gd+3],1
BLMPQMFVWMYDKT-NZTKNTHTSA-N,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,2
KXGCNMMJRFDFNR-WDRJZQOASA-N,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,2
PBAPPPCECJKMCM-IBGZPJMESA-N,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,3
UJLAWZDWDVHWOW-YPMHNXCESA-N,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,2
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,3
ASMXXROZKSBQIH-VITNCHFBSA-N,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,3
WXCXUHSOUPDCQV-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,2
PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,4
QUIJNHUBAXPXFS-XLJNKUFUSA-N,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,5
XTULMSXFIHGYFS-VLSRWLAYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,1
XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,3
ZSDBFLMJVAGKOU-UHFFFAOYSA-N,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,3
UVSMNLNDYGZFPF-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,4
BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,4
DAYKLWSKQJBGCS-NRFANRHFSA-N,COC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,4
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,3
GJJFMKBJSRMPLA-DZGCQCFKSA-N,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,1
FBVFZWUMDDXLLG-HDICACEKSA-N,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,2
VBZDETYCYXPOAK-OVCLIPMQSA-N,CC(Cc1ccccc1)N=CC(Cl)(Cl)Cl,1
FKKUMFTYSTZUJG-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)O)cc2)cc1,2
NNAIYOXJNVGUOM-UHFFFAOYSA-N,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2
MRUDSZSRLQAPOG-UHFFFAOYSA-N,CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O,1
RHWKPHLQXYSBKR-BMIGLBTASA-N,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,2
WXXSNCNJFUAIDG-UHFFFAOYSA-N,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,4
JGCMEBMXRHSZKX-UHFFFAOYSA-N,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,3
YTAOBBFIOAEMLL-REQDGWNSSA-N,N#CC(=C1SCC(c2ccc(Cl)cc2Cl)S1)n1ccnc1,2
TTZHDVOVKQGIBA-LVPOHEQUSA-N,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1,2
WFNAKBGANONZEQ-UHFFFAOYSA-N,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2
LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,2
YYUAYBYLJSNDCX-UHFFFAOYSA-N,Cc1cc(=NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[nH]o1,2
MPIPASJGOJYODL-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,3
ZXASMEUEMIIBDZ-UHFFFAOYSA-N,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
OIRFJRBSRORBCM-UHFFFAOYSA-N,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,1
XQZXYNRDCRIARQ-LURJTMIESA-N,CC(O)C(O)=Nc1c(I)c(C(O)=NC(CO)CO)c(I)c(C(O)=NC(CO)CO)c1I,1
VVDGWALACJEJKG-UHFFFAOYSA-N,CC(O)=NCc1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,1
